SampleID,Weight,Salinity
Junk3,59.803,35
1_M_Sq3_20220628,59.825,34.68
2_M_Sq3_20220628,59.774,34.68
1_H_Sq1_20220630,59.875,34.86
2_H_Sq1_20220630,60.01,34.86
1_C_Sq3_20220710,59.751,34.73
2_C_Sq3_20220710,60.145,34.73
1_M_Sq3_20220716,59.706,34.7
2_M_Sq3_20220716,60.217,34.7
