SampleID,Weight,Salinity
Junk4,59.736,35
1_C_Sq1_20220712,59.83,34.62
2_C_Sq1_20220712,60.335,34.62
1_M_Sq2_20220705,60.303,34.63
2_M_Sq2_20220705,59.979,34.63
1_M_Sq1_20220630,60.482,35.24
2_M_Sq1_20220630,59.835,35.24
1_H_Sq1_20220708,59.801,35.06
2_H_Sq1_20220708,60.146,35.06
