"SampleID","TA","Mass","Salinity","Date"
"Junk3",2571.56616407481,59.525,35,"20220831"
"1_High_Sq2_20220708",2180.66196934626,59.986,35.45,"20220831"
"1_Mid_Sq1_20220701",2192.45667181274,59.752,34.22,"20220831"
"1_Mid_Sq2_20220714",2166.77491471908,59.685,34.32,"20220831"
"1_Control_Sq2_20220716",2170.60273097203,60.043,35.11,"20220831"
"2_High_Sq2_20220708",2150.02334785798,60.216,35.45,"20220831"
"2_Mid_Sq1_20220701",2169.21774603919,60.309,34.22,"20220831"
"2_Mid_Sq2_20220714",2157.60726868795,60.234,34.32,"20220831"
"2_Control_Sq2_20220716",2161.74769587035,59.936,35.11,"20220831"
