"SampleID","TA","Mass","Salinity","Date"
"Junk5",2068.90518842052,59.956,35,"20230531"
"1_H_Sq1_20220629",2190.29622669849,60.276,35.48,"20230531"
"2_H_Sq1_20220629",2192.41282654594,60.129,35.48,"20230531"
"1_H_Sq1_20220702",2198.1379142059,60.417,35.2,"20230531"
"2_H_Sq1_20220702",2197.84138630377,59.613,35.2,"20230531"
"1_M_Sq1_20220710",2189.23691579008,60.062,35.19,"20230531"
"2_M_Sq1_20220710",2186.29570806125,59.923,35.19,"20230531"
"1_M_Sq3_20220629",2185.69035129374,60.129,35.57,"20230531"
"2_M_Sq3_20220629",2187.63019299479,59.968,35.57,"20230531"
