SampleID,Weight,Salinity
Junk4,59.726,35
1_H_Sq1_20220714,60.144,35.27
2_H_Sq1_20220714,60.331,35.27
1_H_Sq1_20220706,60.15,34.98
2_H_Sq1_20220706,60.204,34.98
1_M_Sq2_20220716,60.17,35.05
2_M_Sq2_20220716,59.688,35.05
1_C_Sq3_20220629,60.458,35.49
2_C_Sq3_20220629,60.484,35.49
