"SampleID","TA","Mass","Salinity","Date"
"Junk6",2068.1246441882,59.958,35,"20230531"
"1_C_Sq2_20220714",2193.93689317476,60.21,35.18,"20230531"
"2_C_Sq2_20220714",2194.22530778421,60.408,35.18,"20230531"
"1_C_Sq3_20220708",2195.03120673244,59.935,35.17,"20230531"
"2_C_Sq3_20220708",2194.57208784612,60.133,35.17,"20230531"
"1_H_Sq3_20220701",2199.76087747569,60.521,35.28,"20230531"
"2_H_Sq3_20220701",2201.83946160546,59.582,35.28,"20230531"
"1_H_Sq1_20220710",2196.17544365786,60.085,35.58,"20230531"
"2_H_Sq1_20220710",2196.62941278651,59.719,35.58,"20230531"
