SampleID,Weight,Salinity
Junk5,59.956,35
1_H_Sq1_20220629,60.276,35.48
2_H_Sq1_20220629,60.129,35.48
1_H_Sq1_20220702,60.417,35.2
2_H_Sq1_20220702,59.613,35.2
1_M_Sq1_20220710,60.062,35.19
2_M_Sq1_20220710,59.923,35.19
1_M_Sq3_20220629,60.129,35.57
2_M_Sq3_20220629,59.968,35.57
