SampleID,Weight,Salinity
Junk2,60.095,35
1_H_Sq1_20220712,60.102,35.28
2_H_Sq1_20220712,59.838,35.28
1_H_Sq1_20220716,59.817,34.92
2_H_Sq1_20220716,60.357,34.92
1_C_Sq3_20220714,59.86,34.81
2_C_Sq3_20220714,60.389,34.81
1_M_Sq1_20220708,60.116,35.09
2_M_Sq1_20220708,60.488,35.09
