SampleID,Weight,Salinity
Junk3,59.898,35
1_H_Sq3_20220706,59.914,34.63
2_H_Sq3_20220706,60.281,34.63
1_C_Sq2_20220712,59.753,34.86
2_C_Sq2_20220712,60.262,34.86
1_H_Sq2_20220705,60.191,35.03
2_H_Sq2_20220705,60.212,35.03
1_M_Sq3_20220702,60.347,35.29
2_M_Sq3_20220702,60.303,35.29
