Date,Calib.Date,Time,tank,squaricle,SampleID,pH,pH_mV,temp,salinity,,
20220707,20220618,13:04,C,1,C_Sq1_20220707,8.07,-80.18216,27.2,36.95,,
20220707,20220618,13:02,C,2,C_Sq2_20220707,8.04,-80.18216,27.1,37.13,,
20220707,20220618,13:01,C,3,C_Sq3_20220707,8.04,-65.8412,27,37,,
20220707,20220618,13:09,M,1,M_Sq1_20220707,7.8,-71.8166,29.3,36.97,,
20220707,20220618,13:11,M,2,M_Sq2_20220707,7.9,-71.8166,29.4,37.07,,
20220707,20220618,13:13,M,3,M_Sq3_20220707,7.9,-55.68302,28.5,37.18,,
20220707,20220618,13:21,H,1,H_Sq1_20220707,7.63,-58.07318,31.2,36.93,,
20220707,20220618,13:08,H,2,H_Sq2_20220707,7.67,-56.8781,31.1,37.1,,
20220707,20220618,13:16,H,3,H_Sq3_20220707,7.65,-80.18216,30.8,37.15,,
20220707,20220618,17:14,C,1,C_Sq1_20220707,8.04,-77.19446,27,37.09,,
20220707,20220618,17:17,C,2,C_Sq2_20220707,7.99,-78.98708,26.9,37.09,,
20220707,20220618,17:21,C,3,C_Sq3_20220707,8.02,-67.03628,27,37.11,,
20220707,20220618,17:23,M,1,M_Sq1_20220707,7.82,-71.21906,29.1,37.15,,
20220707,20220618,17:27,M,2,M_Sq2_20220707,7.89,-73.01168,29.3,37.15,,
20220707,20220618,17:30,M,3,M_Sq3_20220707,7.92,-56.28056,29.5,37.13,,
20220707,20220618,17:33,H,1,H_Sq1_20220707,7.64,-61.06088,31.3,36.99,,
20220707,20220618,17:35,H,2,H_Sq2_20220707,7.72,-62.8535,30.4,37.03,,
20220707,20220618,17:38,H,3,H_Sq3_20220707,7.75,-70.62152,30.6,37.01,,
20220708,20220618,9:50,C,1,C_Sq1_20220708,7.88,-71.21906,27.1,37.02,,
20220708,20220618,9:48,C,2,C_Sq2_20220708,7.89,-71.8166,27.1,36.93,,
20220708,20220618,9:52,C,3,C_Sq3_20220708,7.9,-59.8658,26.8,37.06,,
20220708,20220618,9:56,M,1,M_Sq1_20220708,7.7,-67.03628,28.7,37.06,,
20220708,20220618,9:57,M,2,M_Sq2_20220708,7.82,-63.45104,28,37.06,,
20220708,20220618,9:59,M,3,M_Sq3_20220708,7.76,-52.69532,28.1,37.06,,
20220708,20220618,10:02,H,1,H_Sq1_20220708,7.58,-50.30516,30.4,37.09,,
20220708,20220618,10:04,H,2,H_Sq2_20220708,7.54,-53.8904,30.3,37.09,,
20220708,20220618,10:07,H,3,H_Sq3_20220708,7.6,-81.37724,30.2,37.11,,
20220708,20220618,13:45,C,1,C_Sq1_20220708,8.06,-79.58462,27.3,36.96,,
20220708,20220618,13:47,C,2,C_Sq2_20220708,8.03,-79.58462,27.2,36.93,,
20220708,20220618,13:49,C,3,C_Sq3_20220708,8.03,-68.8289,27.1,36.81,,
20220708,20220618,13:51,M,1,M_Sq1_20220708,7.85,-70.02398,29.2,37.11,,
20220708,20220618,13:54,M,2,M_Sq2_20220708,7.87,-70.62152,29.1,37.12,,
20220708,20220618,13:57,M,3,M_Sq3_20220708,7.88,-55.68302,28.6,37.1,,
20220708,20220618,14:00,H,1,H_Sq1_20220708,7.63,-58.67072,31.1,37.11,,
20220708,20220618,14:02,H,2,H_Sq2_20220708,7.68,-57.47564,31,37.2,,
20220708,20220618,14:03,H,3,H_Sq3_20220708,7.66,-79.58462,30.7,37.18,,
20220708,20220618,16:58,C,1,C_Sq1_20220708,8.03,-77.19446,27.1,36.95,,
20220708,20220618,17:00,C,2,C_Sq2_20220708,7.99,-78.98708,27,37.13,,
20220708,20220618,17:02,C,3,C_Sq3_20220708,8.02,-65.8412,27.1,37,,
20220708,20220618,17:04,M,1,M_Sq1_20220708,7.8,-70.02398,28.6,36.97,,
20220708,20220618,17:06,M,2,M_Sq2_20220708,7.87,-71.21906,28.8,37.07,,
20220708,20220618,17:07,M,3,M_Sq3_20220708,7.89,-55.08548,29,36.97,,
20220708,20220618,17:08,H,1,H_Sq1_20220708,7.62,-60.46334,30.8,37.18,,
20220708,20220618,17:10,H,2,H_Sq2_20220708,7.71,-61.65842,30.5,36.95,,
20220708,20220618,17:11,H,3,H_Sq3_20220708,7.73,-76.59692,30.7,37.13,,
20220709,20220618,9:13,C,1,C_Sq1_20220709,7.98,-76.59692,26.6,37.11,,
20220709,20220618,9:14,C,2,C_Sq2_20220709,7.85,-68.8289,26.7,36.96,,
20220709,20220618,9:16,C,3,C_Sq3_20220709,7.91,-72.41414,26.7,37.1,,
20220709,20220618,9:18,M,1,M_Sq1_20220709,7.73,-61.65842,28.5,37.22,,
20220709,20220618,9:19,M,2,M_Sq2_20220709,7.8,-65.8412,28.1,37.14,,
20220709,20220618,9:20,M,3,M_Sq3_20220709,7.76,-63.45104,28,37.15,,
20220709,20220618,9:22,H,1,H_Sq1_20220709,7.58,-52.69532,30.3,37.11,,
20220709,20220618,9:23,H,2,H_Sq2_20220709,7.54,-50.30516,30.1,37.11,,
20220709,20220618,9:25,H,3,H_Sq3_20220709,7.56,-51.50024,29.9,37.2,,
20220709,20220618,13:00,C,1,C_Sq1_20220709,8.04,-80.18216,27.7,36.84,,
20220709,20220618,13:01,C,2,C_Sq2_20220709,8.06,-81.37724,27.5,37.09,,
20220709,20220618,13:03,C,3,C_Sq3_20220709,8.03,-79.58462,27.4,37.09,,
20220709,20220618,13:06,M,1,M_Sq1_20220709,7.82,-67.03628,29.3,37.11,,
20220709,20220618,13:07,M,2,M_Sq2_20220709,7.88,-70.62152,29.3,36.96,,
20220709,20220618,13:09,M,3,M_Sq3_20220709,7.88,-70.62152,28.7,36.93,,
20220709,20220618,13:11,H,1,H_Sq1_20220709,7.65,-56.8781,31.6,36.81,,
20220709,20220618,13:12,H,2,H_Sq2_20220709,7.67,-58.07318,31.2,37.11,,
20220709,20220618,13:14,H,3,H_Sq3_20220709,7.66,-57.47564,31.2,37.12,,
20220709,20220618,17:18,C,1,C_Sq1_20220709,8.01,-78.38954,27.3,37.1,,
20220709,20220618,17:23,C,2,C_Sq2_20220709,7.99,-77.19446,27.1,37.11,,
20220709,20220618,17:25,C,3,C_Sq3_20220709,8.01,-78.38954,27.2,37.2,,
20220709,20220618,17:29,M,1,M_Sq1_20220709,7.81,-66.43874,28.7,37.18,,
20220709,20220618,17:32,M,2,M_Sq2_20220709,7.8,-65.8412,29,36.95,,
20220709,20220618,17:36,M,3,M_Sq3_20220709,7.9,-71.8166,28.9,37.13,,
20220709,20220618,17:41,H,1,H_Sq1_20220709,7.65,-56.8781,31.3,37,,
20220709,20220618,17:43,H,2,H_Sq2_20220709,7.68,-58.67072,30.7,36.97,,
20220709,20220618,17:45,H,3,H_Sq3_20220709,7.7,-59.8658,30.6,37.07,,
20220710,20220709,8:21,C,1,C_Sq1_20220710,7.85,-68.8289,27.1,36.97,,
20220710,20220709,8:23,C,2,C_Sq2_20220710,7.89,-71.21906,26.4,37.1,,
20220710,20220709,8:24,C,3,C_Sq3_20220710,7.9,-71.8166,27.2,37.15,,
20220710,20220709,8:32,M,1,M_Sq1_20220710,7.73,-61.65842,28.4,37.09,,
20220710,20220709,8:31,M,2,M_Sq2_20220710,7.76,-63.45104,27.9,37.09,,
20220710,20220709,8:35,M,3,M_Sq3_20220710,7.76,-63.45104,27.9,37.11,,
20220710,20220709,8:41,H,1,H_Sq1_20220710,7.6,-53.8904,30.2,37.15,,
20220710,20220709,8:38,H,2,H_Sq2_20220710,7.6,-53.8904,30,37.15,,
20220710,20220709,8:40,H,3,H_Sq3_20220710,7.63,-55.68302,29.8,37.13,,
20220710,20220709,12:32,C,1,C_Sq1_20220710,7.97,-75.99938,27.6,36.99,,
20220710,20220709,12:34,C,2,C_Sq2_20220710,7.94,-74.20676,27.4,37.03,,
20220710,20220709,12:36,C,3,C_Sq3_20220710,7.97,-75.99938,27.3,37.01,,
20220710,20220709,12:40,M,1,M_Sq1_20220710,7.83,-67.63382,29.2,37.02,,
20220710,20220709,12:42,M,2,M_Sq2_20220710,7.82,-67.03628,29.2,36.93,,
20220710,20220709,12:45,M,3,M_Sq3_20220710,7.85,-68.8289,28.6,37.06,,
20220710,20220709,12:48,H,1,H_Sq1_20220710,7.66,-57.47564,31.5,37.06,,
20220710,20220709,12:51,H,2,H_Sq2_20220710,7.62,-55.08548,31.1,37.06,,
20220710,20220709,12:53,H,3,H_Sq3_20220710,7.72,-61.06088,31.1,37.06,,
20220710,20220709,17:48,C,1,C_Sq1_20220710,8.03,-79.58462,27.2,37.18,,
20220710,20220709,17:51,C,2,C_Sq2_20220710,8.01,-78.38954,27,36.95,,
20220710,20220709,17:53,C,3,C_Sq3_20220710,8.04,-80.18216,27.1,37.13,,
20220710,20220709,17:54,M,1,M_Sq1_20220710,7.81,-66.43874,28.6,37,,
20220710,20220709,17:55,M,2,M_Sq2_20220710,7.88,-70.62152,28.9,36.97,,
20220710,20220709,17:58,M,3,M_Sq3_20220710,7.89,-71.21906,28.8,37.07,,
20220710,20220709,18:00,H,1,H_Sq1_20220710,7.68,-58.67072,30.8,36.97,,
20220710,20220709,18:02,H,2,H_Sq2_20220710,7.69,-59.26826,30.2,37.13,,
20220710,20220709,18:04,H,3,H_Sq3_20220710,7.7,-59.8658,30.1,37,,
20220711,20220709,9:50,C,1,C_Sq1_20220711,7.9,-71.8166,27.1,36.97,,
20220711,20220709,9:48,C,2,C_Sq2_20220711,7.86,-69.42644,27.2,37.05,,
20220711,20220709,9:52,C,3,C_Sq3_20220711,7.9,-71.8166,27.1,37.07,,
20220711,20220709,9:56,M,1,M_Sq1_20220711,7.73,-61.65842,27,37.11,,
20220711,20220709,9:57,M,2,M_Sq2_20220711,7.81,-66.43874,28,37.11,,
20220711,20220709,9:59,M,3,M_Sq3_20220711,7.79,-65.24366,28.1,37.15,,
20220711,20220709,10:02,H,1,H_Sq1_20220711,7.59,-53.29286,30.9,37.15,,
20220711,20220709,10:04,H,2,H_Sq2_20220711,7.52,-49.11008,30.8,37.13,,
20220711,20220709,10:07,H,3,H_Sq3_20220711,7.55,-50.9027,30.7,36.99,,
20220711,20220709,13:04,C,1,C_Sq1_20220711,8.06,-81.37724,27.6,37.03,,
20220711,20220709,13:02,C,2,C_Sq2_20220711,8.02,-78.98708,27.5,37.01,,
20220711,20220709,13:01,C,3,C_Sq3_20220711,8.01,-78.38954,27.6,36.93,,
20220711,20220709,13:09,M,1,M_Sq1_20220711,7.83,-67.63382,29.1,37.06,,
20220711,20220709,13:11,M,2,M_Sq2_20220711,7.86,-69.42644,29.2,37.06,,
20220711,20220709,13:13,M,3,M_Sq3_20220711,7.89,-71.21906,28.5,37.2,,
20220711,20220709,13:21,H,1,H_Sq1_20220711,7.63,-55.68302,31,37.18,,
20220711,20220709,13:08,H,2,H_Sq2_20220711,7.66,-57.47564,30.9,36.81,,
20220711,20220709,13:16,H,3,H_Sq3_20220711,7.63,-55.68302,30.8,36.99,,
20220711,20220709,15:47,C,1,C_Sq1_20220711,8.03,-79.58462,27.4,37.03,,
20220711,20220709,15:50,C,2,C_Sq2_20220711,7.98,-76.59692,27.3,37.09,,
20220711,20220709,15:53,C,3,C_Sq3_20220711,8.01,-78.38954,27.4,37.11,,
20220711,20220709,15:57,M,1,M_Sq1_20220711,7.82,-67.03628,29.1,36.96,,
20220711,20220709,15:59,M,2,M_Sq2_20220711,7.86,-69.42644,29.3,36.93,,
20220711,20220709,16:00,M,3,M_Sq3_20220711,7.9,-71.8166,29.5,36.81,,
20220711,20220709,16:02,H,1,H_Sq1_20220711,7.64,-56.28056,31.3,37.11,,
20220711,20220709,16:04,H,2,H_Sq2_20220711,7.7,-59.8658,31,37.12,,
20220711,20220709,16:07,H,3,H_Sq3_20220711,7.7,-59.8658,31.2,37.1,,
20220712,20220709,8:23,C,1,C_Sq1_20220712,7.92,-73.01168,25.3,37.11,,
20220712,20220709,8:24,C,2,C_Sq2_20220712,7.91,-72.41414,26.9,37.2,,
20220712,20220709,8:26,C,3,C_Sq3_20220712,7.93,-73.60922,27.1,37.18,,
20220712,20220709,8:28,M,1,M_Sq1_20220712,7.75,-62.8535,26.7,36.95,,
20220712,20220709,8:30,M,2,M_Sq2_20220712,7.84,-68.23136,28.7,37.13,,
20220712,20220709,8:31,M,3,M_Sq3_20220712,7.78,-64.64612,28.4,37,,
20220712,20220709,8:32,H,1,H_Sq1_20220712,7.57,-52.09778,28.5,36.97,,
20220712,20220709,8:34,H,2,H_Sq2_20220712,7.49,-47.31746,30.8,37.07,,
20220712,20220709,8:35,H,3,H_Sq3_20220712,7.54,-50.30516,30.6,36.97,,
20220712,20220709,12:55,C,1,C_Sq1_20220712,8.08,-82.57232,30.2,36.95,,
20220712,20220709,12:56,C,2,C_Sq2_20220712,8,-77.792,27.3,37.02,,
20220712,20220709,12:58,C,3,C_Sq3_20220712,8,-77.792,27.2,36.99,,
20220712,20220709,13:01,M,1,M_Sq1_20220712,7.8,-65.8412,27.1,36.98,,
20220712,20220709,13:03,M,2,M_Sq2_20220712,7.82,-67.03628,29.2,36.93,,
20220712,20220709,13:05,M,3,M_Sq3_20220712,7.82,-67.03628,29.3,36.89,,
20220712,20220709,13:07,H,1,H_Sq1_20220712,7.59,-53.29286,28.6,36.91,,
20220712,20220709,13:08,H,2,H_Sq2_20220712,7.63,-55.68302,31.1,37.04,,
20220712,20220709,13:10,H,3,H_Sq3_20220712,7.61,-54.48794,30.6,36.91,,
20220712,20220709,16:58,C,1,C_Sq1_20220712,8.05,-80.7797,30.3,36.96,,
20220712,20220709,16:59,C,2,C_Sq2_20220712,8,-77.792,27.1,36.9,,
20220712,20220709,17:01,C,3,C_Sq3_20220712,8.03,-79.58462,26.9,37.11,,
20220712,20220709,17:04,M,1,M_Sq1_20220712,7.78,-64.64612,27.1,37.12,,
20220712,20220709,17:05,M,2,M_Sq2_20220712,7.84,-68.23136,28.6,37.1,,
20220712,20220709,17:06,M,3,M_Sq3_20220712,7.85,-68.8289,28.8,37.11,,
20220712,20220709,17:08,H,1,H_Sq1_20220712,7.59,-53.29286,29,37.2,,
20220712,20220709,17:10,H,2,H_Sq2_20220712,7.67,-58.07318,31.2,37.18,,
20220712,20220709,17:11,H,3,H_Sq3_20220712,7.69,-59.26826,30.5,36.95,,
20220713,20220709,9:30,C,1,C_Sq1_20220713,8.02,-78.98708,25.7,37.13,,
20220713,20220709,9:31,C,2,C_Sq2_20220713,8.06,-81.37724,26,37,,
20220713,20220709,9:33,C,3,C_Sq3_20220713,8.01,-78.38954,25.6,36.84,,
20220713,20220709,9:34,M,1,M_Sq1_20220713,7.82,-67.03628,26.7,37.09,,
20220713,20220709,9:35,M,2,M_Sq2_20220713,7.88,-70.62152,26.2,37.09,,
20220713,20220709,9:37,M,3,M_Sq3_20220713,7.86,-69.42644,26.3,37.11,,
20220713,20220709,9:40,H,1,H_Sq1_20220713,7.66,-57.47564,29.7,36.96,,
20220713,20220709,9:41,H,2,H_Sq2_20220713,7.62,-55.08548,28.8,37.13,,
20220713,20220709,9:43,H,3,H_Sq3_20220713,7.6,-53.8904,29.8,36.99,,
20220713,20220709,13:03,C,1,C_Sq1_20220713,7.99,-77.19446,26.6,37.03,,
20220713,20220709,13:04,C,2,C_Sq2_20220713,7.96,-75.40184,27.3,37.01,,
20220713,20220709,13:06,C,3,C_Sq3_20220713,7.96,-75.40184,26.5,37.02,,
20220713,20220709,13:08,M,1,M_Sq1_20220713,7.8,-65.8412,28.9,36.93,,
20220713,20220709,13:09,M,2,M_Sq2_20220713,7.75,-62.8535,28.1,36.93,,
20220713,20220709,13:10,M,3,M_Sq3_20220713,7.79,-65.24366,28.4,36.89,,
20220713,20220709,13:12,H,1,H_Sq1_20220713,7.62,-55.08548,30.9,37.12,,
20220713,20220709,13:13,H,2,H_Sq2_20220713,7.63,-55.68302,31.1,37.13,,
20220713,20220709,13:15,H,3,H_Sq3_20220713,7.6,-53.8904,30.6,37.15,,
20220713,20220709,16:45,C,1,C_Sq1_20220713,7.97,-75.99938,26.8,37.11,,
20220713,20220709,16:46,C,2,C_Sq2_20220713,8.01,-78.38954,27.6,37.12,,
20220713,20220709,16:48,C,3,C_Sq3_20220713,7.99,-77.19446,27.3,37.1,,
20220713,20220709,16:51,M,1,M_Sq1_20220713,7.82,-67.03628,28.5,37.11,,
20220713,20220709,16:53,M,2,M_Sq2_20220713,7.85,-68.8289,28.7,37.2,,
20220713,20220709,16:55,M,3,M_Sq3_20220713,7.81,-66.43874,28.4,37.18,,
20220713,20220709,16:56,H,1,H_Sq1_20220713,7.65,-56.8781,31.2,37.15,,
20220713,20220709,16:58,H,2,H_Sq2_20220713,7.63,-55.68302,31.5,37.15,,
20220713,20220709,16:59,H,3,H_Sq3_20220713,7.64,-56.28056,30.4,37.13,,
20220714,20220709,10:01,C,1,C_Sq1_20220714,8.02,-78.98708,26.9,36.99,,
20220714,20220709,10:02,C,2,C_Sq2_20220714,8.03,-79.58462,27,37.02,,
20220714,20220709,10:04,C,3,C_Sq3_20220714,8,-77.792,26.8,36.99,,
20220714,20220709,10:06,M,1,M_Sq1_20220714,7.82,-67.03628,28.6,37.16,,
20220714,20220709,10:07,M,2,M_Sq2_20220714,7.82,-67.03628,28.1,37.1,,
20220714,20220709,10:09,M,3,M_Sq3_20220714,7.85,-68.8289,28.4,37.12,,
20220714,20220709,10:12,H,1,H_Sq1_20220714,7.7,-59.8658,30.7,37.13,,
20220714,20220709,10:13,H,2,H_Sq2_20220714,7.7,-59.8658,30.6,37.1,,
20220714,20220709,10:14,H,3,H_Sq3_20220714,7.67,-58.07318,30.3,37.16,,
20220714,20220709,12:27,C,1,C_Sq1_20220714,8.07,-81.97478,27.4,36.97,,
20220714,20220709,12:29,C,2,C_Sq2_20220714,7.98,-76.59692,27.3,37.05,,
20220714,20220709,12:32,C,3,C_Sq3_20220714,8.02,-78.98708,27.2,37.02,,
20220714,20220709,12:35,M,1,M_Sq1_20220714,7.84,-68.23136,29.1,36.99,,
20220714,20220709,12:36,M,2,M_Sq2_20220714,7.82,-67.03628,29.2,37.03,,
20220714,20220709,12:38,M,3,M_Sq3_20220714,7.83,-67.63382,28.7,37.01,,
20220714,20220709,12:41,H,1,H_Sq1_20220714,7.67,-58.07318,31,37.02,,
20220714,20220709,12:43,H,2,H_Sq2_20220714,7.69,-59.26826,30.9,36.93,,
20220714,20220709,12:44,H,3,H_Sq3_20220714,7.71,-60.46334,30.4,37.11,,
20220714,20220709,17:10,C,1,C_Sq1_20220714,7.98,-76.59692,27.2,37.12,,
20220714,20220709,17:11,C,2,C_Sq2_20220714,8.02,-78.98708,27.1,37.1,,
20220714,20220709,17:13,C,3,C_Sq3_20220714,7.97,-75.99938,27.2,37.11,,
20220714,20220709,17:16,M,1,M_Sq1_20220714,7.81,-66.43874,28.7,37.2,,
20220714,20220709,17:17,M,2,M_Sq2_20220714,7.84,-68.23136,28.9,37.18,,
20220714,20220709,17:19,M,3,M_Sq3_20220714,7.82,-67.03628,29.1,37.18,,
20220714,20220709,17:22,H,1,H_Sq1_20220714,7.64,-56.28056,31.1,36.95,,
20220714,20220709,17:24,H,2,H_Sq2_20220714,7.65,-56.8781,30.6,37.13,,
20220714,20220709,17:26,H,3,H_Sq3_20220714,7.62,-55.08548,30.8,37,,
20220716,20220709,9:11,C,1,C_Sq1_20220716,7.87,-70.02398,26.9,36.84,,
20220716,20220709,9:13,C,2,C_Sq2_20220716,7.86,-69.42644,27.2,37.09,,
20220716,20220709,9:14,C,3,C_Sq3_20220716,7.87,-70.02398,26.6,37.09,,
20220716,20220709,9:17,M,1,M_Sq1_20220716,7.73,-61.65842,28.8,37.11,,
20220716,20220709,9:19,M,2,M_Sq2_20220716,7.81,-66.43874,27.9,36.96,,
20220716,20220709,9:20,M,3,M_Sq3_20220716,7.75,-62.8535,28.6,36.93,,
20220716,20220709,9:22,H,1,H_Sq1_20220716,7.58,-52.69532,30.9,36.89,,
20220716,20220709,9:23,H,2,H_Sq2_20220716,7.54,-50.30516,30.4,37.12,,
20220716,20220709,9:24,H,3,H_Sq3_20220716,7.57,-52.09778,30.1,37.13,,
20220716,20220709,12:45,C,1,C_Sq1_20220716,8.06,-81.37724,27.2,37.15,,
20220716,20220709,12:47,C,2,C_Sq2_20220716,8.03,-79.58462,27.4,37.15,,
20220716,20220709,12:48,C,3,C_Sq3_20220716,8,-77.792,27,37.15,,
20220716,20220709,12:51,M,1,M_Sq1_20220716,7.86,-69.42644,29.3,37.13,,
20220716,20220709,12:52,M,2,M_Sq2_20220716,7.82,-67.03628,29.4,36.99,,
20220716,20220709,12:54,M,3,M_Sq3_20220716,7.87,-70.02398,28.5,36.99,,
20220716,20220709,12:55,H,1,H_Sq1_20220716,7.63,-55.68302,31.2,37.03,,
20220716,20220709,12:57,H,2,H_Sq2_20220716,7.68,-58.67072,30.7,37.01,,
20220716,20220709,12:58,H,3,H_Sq3_20220716,7.62,-55.08548,30.2,37.02,,
20220716,20220709,17:00,C,1,C_Sq1_20220716,8.01,-78.38954,27,37.02,,
20220716,20220709,17:02,C,2,C_Sq2_20220716,7.97,-75.99938,26.9,36.99,,
20220716,20220709,17:03,C,3,C_Sq3_20220716,8,-77.792,27,37.16,,
20220716,20220709,17:06,M,1,M_Sq1_20220716,7.83,-67.63382,28.5,37.1,,
20220716,20220709,17:07,M,2,M_Sq2_20220716,7.85,-68.8289,29.1,37.11,,
20220716,20220709,17:09,M,3,M_Sq3_20220716,7.89,-71.21906,28.9,37.2,,
20220716,20220709,17:11,H,1,H_Sq1_20220716,7.64,-56.28056,31.3,37.18,,
20220716,20220709,17:12,H,2,H_Sq2_20220716,7.7,-59.8658,30.4,36.95,,
20220716,20220709,17:14,H,3,H_Sq3_20220716,7.74,-62.25596,30.6,37.13,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
