Numero di serie:	21002977 --

Data ora, GMT -10:00	Temp, (*C)	Intensità, (lux)	Pulsante Giù	Pulsante Su	Connetti host	EOF	
2022-06-19 18:09:03	25,22	1715,20	 	 	 	 	
2022-06-19 18:14:03	26,60	502,88	 	 	 	 	
2022-06-19 18:19:03	26,77	453,76	 	 	 	 	
2022-06-19 18:24:03	26,85	439,68	 	 	 	 	
2022-06-19 18:29:03	26,85	400,96	 	 	 	 	
2022-06-19 18:34:03	26,85	309,12	 	 	 	 	
2022-06-19 18:39:03	26,81	272,64	 	 	 	 	
2022-06-19 18:44:03	26,81	262,16	 	 	 	 	
2022-06-19 18:49:03	26,81	196,40	 	 	 	 	
2022-06-19 18:54:03	26,81	159,00	 	 	 	 	
2022-06-19 18:59:03	26,77	132,28	 	 	 	 	
2022-06-19 19:04:03	26,72	86,80	 	 	 	 	
2022-06-19 19:09:03	26,77	56,76	 	 	 	 	
2022-06-19 19:14:03	26,77	34,48	 	 	 	 	
2022-06-19 19:19:03	26,77	20,47	 	 	 	 	
2022-06-19 19:24:03	26,72	9,32	 	 	 	 	
2022-06-19 19:29:03	26,72	3,63	 	 	 	 	
2022-06-19 19:34:03	26,72	1,00	 	 	 	 	
2022-06-19 19:39:03	26,72	0,00	 	 	 	 	
2022-06-19 19:44:03	26,72	0,00	 	 	 	 	
2022-06-19 19:49:03	26,68	0,00	 	 	 	 	
2022-06-19 19:54:03	26,68	0,00	 	 	 	 	
2022-06-19 19:59:03	26,68	0,00	 	 	 	 	
2022-06-19 20:04:03	26,72	0,00	 	 	 	 	
2022-06-19 20:09:03	26,68	0,00	 	 	 	 	
2022-06-19 20:14:03	26,72	0,00	 	 	 	 	
2022-06-19 20:19:03	26,72	0,00	 	 	 	 	
2022-06-19 20:24:03	26,72	0,00	 	 	 	 	
2022-06-19 20:29:03	26,72	0,00	 	 	 	 	
2022-06-19 20:34:03	26,72	0,00	 	 	 	 	
2022-06-19 20:39:03	26,68	0,00	 	 	 	 	
2022-06-19 20:44:03	26,68	0,00	 	 	 	 	
2022-06-19 20:49:03	26,68	0,00	 	 	 	 	
2022-06-19 20:54:03	26,64	0,00	 	 	 	 	
2022-06-19 20:59:03	26,60	0,00	 	 	 	 	
2022-06-19 21:04:03	26,60	0,00	 	 	 	 	
2022-06-19 21:09:03	26,64	0,00	 	 	 	 	
2022-06-19 21:14:03	26,64	0,00	 	 	 	 	
2022-06-19 21:19:03	26,64	0,00	 	 	 	 	
2022-06-19 21:24:03	26,64	0,00	 	 	 	 	
2022-06-19 21:29:03	26,60	0,00	 	 	 	 	
2022-06-19 21:34:03	26,55	0,00	 	 	 	 	
