Numero di serie:	21335982 --

Data ora, GMT -10:00	Temp, (*C)	Intensità, (lux)	Pulsante Giù	Pulsante Su	Connetti host	EOF	
2022-06-28 16:16:14	29,30	9018,88	 	 	 	 	
2022-06-28 16:21:14	30,54	1513,60	 	 	 	 	
2022-06-28 16:26:14	30,71	4033,28	 	 	 	 	
2022-06-28 16:31:14	30,71	2654,72	 	 	 	 	
2022-06-28 16:36:14	30,80	8424,96	 	 	 	 	
2022-06-28 16:41:14	30,50	919,68	 	 	 	 	
2022-06-28 16:46:14	30,33	507,68	 	 	 	 	
2022-06-28 16:51:14	30,28	420,16	 	 	 	 	
2022-06-28 16:56:14	30,16	570,08	 	 	 	 	
2022-06-28 17:01:14	30,11	491,20	 	 	 	 	
2022-06-28 17:06:14	30,07	447,04	 	 	 	 	
2022-06-28 17:11:14	29,94	522,24	 	 	 	 	
2022-06-28 17:16:14	29,90	369,12	 	 	 	 	
2022-06-28 17:21:14	29,77	422,72	 	 	 	 	
2022-06-28 17:26:14	29,77	508,48	 	 	 	 	
2022-06-28 17:31:14	29,68	691,20	 	 	 	 	
2022-06-28 17:36:14	29,64	893,12	 	 	 	 	
2022-06-28 17:41:14	29,56	261,60	 	 	 	 	
2022-06-28 17:46:14	29,47	369,12	 	 	 	 	
2022-06-28 17:51:14	29,43	402,88	 	 	 	 	
2022-06-28 17:56:14	29,34	405,44	 	 	 	 	
2022-06-28 18:01:14	29,30	472,96	 	 	 	 	
2022-06-28 18:06:14	29,21	376,00	 	 	 	 	
2022-06-28 18:11:14	29,21	387,36	 	 	 	 	
2022-06-28 18:16:14	29,13	310,88	 	 	 	 	
2022-06-28 18:21:14	29,08	321,44	 	 	 	 	
2022-06-28 18:26:14	29,04	197,36	 	 	 	 	
2022-06-28 18:31:14	28,95	188,72	 	 	 	 	
2022-06-28 18:36:14	28,91	218,24	 	 	 	 	
2022-06-28 18:41:14	28,91	160,08	 	 	 	 	
2022-06-28 18:46:14	28,78	142,00	 	 	 	 	
2022-06-28 18:51:14	28,78	125,52	 	 	 	 	
2022-06-28 18:56:14	28,70	105,56	 	 	 	 	
2022-06-28 19:01:14	28,70	92,52	 	 	 	 	
2022-06-28 19:06:14	28,65	65,76	 	 	 	 	
2022-06-28 19:11:14	28,61	47,56	 	 	 	 	
2022-06-28 19:16:14	28,57	30,65	 	 	 	 	
2022-06-28 19:21:14	28,53	17,45	 	 	 	 	
2022-06-28 19:26:14	28,44	7,32	 	 	 	 	
2022-06-28 19:31:14	28,44	2,58	 	 	 	 	
2022-06-28 19:36:14	28,40	0,64	 	 	 	 	
2022-06-28 19:41:14	28,40	0,00	 	 	 	 	
2022-06-28 19:46:14	28,35	0,00	 	 	 	 	
2022-06-28 19:51:14	28,31	0,00	 	 	 	 	
2022-06-28 19:56:14	28,27	0,00	 	 	 	 	
2022-06-28 20:01:14	28,31	0,00	 	 	 	 	
2022-06-28 20:06:14	28,27	0,00	 	 	 	 	
2022-06-28 20:11:14	28,23	0,00	 	 	 	 	
2022-06-28 20:16:14	28,18	0,00	 	 	 	 	
2022-06-28 20:21:14	28,18	0,00	 	 	 	 	
2022-06-28 20:26:14	28,14	0,21	 	 	 	 	
2022-06-28 20:31:14	28,10	0,00	 	 	 	 	
2022-06-28 20:36:14	28,10	0,00	 	 	 	 	
2022-06-28 20:41:14	28,05	0,00	 	 	 	 	
2022-06-28 20:46:14	28,05	0,00	 	 	 	 	
2022-06-28 20:51:14	28,05	0,00	 	 	 	 	
2022-06-28 20:56:14	28,05	0,00	 	 	 	 	
2022-06-28 21:01:14	28,01	0,00	 	 	 	 	
2022-06-28 21:06:14	28,01	0,00	 	 	 	 	
2022-06-28 21:11:14	28,01	0,00	 	 	 	 	
2022-06-28 21:16:14	28,10	0,00	 	 	 	 	
2022-06-28 21:21:14	28,14	0,00	 	 	 	 	
2022-06-28 21:26:14	28,14	0,00	 	 	 	 	
2022-06-28 21:31:14	28,10	0,00	 	 	 	 	
2022-06-28 21:36:14	28,10	0,00	 	 	 	 	
2022-06-28 21:41:14	28,05	0,00	 	 	 	 	
2022-06-28 21:46:14	28,10	0,00	 	 	 	 	
2022-06-28 21:51:14	28,05	0,00	 	 	 	 	
2022-06-28 21:56:14	28,05	0,00	 	 	 	 	
2022-06-28 22:01:14	28,01	0,00	 	 	 	 	
2022-06-28 22:06:14	28,01	0,00	 	 	 	 	
2022-06-28 22:11:14	28,01	0,00	 	 	 	 	
2022-06-28 22:16:14	27,97	0,00	 	 	 	 	
2022-06-28 22:21:14	27,97	0,00	 	 	 	 	
2022-06-28 22:26:14	27,97	0,00	 	 	 	 	
2022-06-28 22:31:14	27,93	0,00	 	 	 	 	
2022-06-28 22:36:14	27,93	0,00	 	 	 	 	
2022-06-28 22:41:14	27,93	0,00	 	 	 	 	
2022-06-28 22:46:14	27,93	0,00	 	 	 	 	
2022-06-28 22:51:14	27,88	0,00	 	 	 	 	
2022-06-28 22:56:14	27,88	0,00	 	 	 	 	
2022-06-28 23:01:14	27,88	0,00	 	 	 	 	
2022-06-28 23:06:14	27,88	0,00	 	 	 	 	
2022-06-28 23:11:14	27,84	0,00	 	 	 	 	
2022-06-28 23:16:14	27,84	0,00	 	 	 	 	
2022-06-28 23:21:14	27,84	0,00	 	 	 	 	
2022-06-28 23:26:14	27,80	0,00	 	 	 	 	
2022-06-28 23:31:14	27,80	0,00	 	 	 	 	
2022-06-28 23:36:14	27,80	0,00	 	 	 	 	
2022-06-28 23:41:14	27,80	0,00	 	 	 	 	
2022-06-28 23:46:14	27,84	0,00	 	 	 	 	
2022-06-28 23:51:14	27,80	0,00	 	 	 	 	
2022-06-28 23:56:14	27,84	0,00	 	 	 	 	
2022-06-29 00:01:14	27,75	0,00	 	 	 	 	
2022-06-29 00:06:14	27,80	0,00	 	 	 	 	
2022-06-29 00:11:14	27,75	0,00	 	 	 	 	
2022-06-29 00:16:14	27,80	0,00	 	 	 	 	
2022-06-29 00:21:14	27,80	0,00	 	 	 	 	
2022-06-29 00:26:14	27,80	0,00	 	 	 	 	
2022-06-29 00:31:14	27,75	0,00	 	 	 	 	
2022-06-29 00:36:14	27,84	0,00	 	 	 	 	
2022-06-29 00:41:14	27,80	0,00	 	 	 	 	
2022-06-29 00:46:14	27,80	0,00	 	 	 	 	
2022-06-29 00:51:14	27,84	0,00	 	 	 	 	
2022-06-29 00:56:14	27,80	0,00	 	 	 	 	
2022-06-29 01:01:14	27,80	0,00	 	 	 	 	
2022-06-29 01:06:14	27,84	0,00	 	 	 	 	
2022-06-29 01:11:14	27,84	0,00	 	 	 	 	
2022-06-29 01:16:14	27,75	0,00	 	 	 	 	
2022-06-29 01:21:14	27,80	0,00	 	 	 	 	
2022-06-29 01:26:14	27,75	0,00	 	 	 	 	
2022-06-29 01:31:14	27,75	0,00	 	 	 	 	
2022-06-29 01:36:14	27,71	0,00	 	 	 	 	
2022-06-29 01:41:14	27,75	0,00	 	 	 	 	
2022-06-29 01:46:14	27,71	0,00	 	 	 	 	
2022-06-29 01:51:14	27,71	0,00	 	 	 	 	
2022-06-29 01:56:14	27,71	0,00	 	 	 	 	
2022-06-29 02:01:14	27,75	0,00	 	 	 	 	
2022-06-29 02:06:14	27,71	0,00	 	 	 	 	
2022-06-29 02:11:14	27,71	0,00	 	 	 	 	
2022-06-29 02:16:14	27,67	0,00	 	 	 	 	
2022-06-29 02:21:14	27,63	0,00	 	 	 	 	
2022-06-29 02:26:14	27,63	8,61	 	 	 	 	
2022-06-29 02:31:14	27,63	0,00	 	 	 	 	
2022-06-29 02:36:14	27,54	0,00	 	 	 	 	
2022-06-29 02:41:14	27,58	0,00	 	 	 	 	
2022-06-29 02:46:14	27,54	0,00	 	 	 	 	
2022-06-29 02:51:14	27,58	0,00	 	 	 	 	
2022-06-29 02:56:14	27,58	0,00	 	 	 	 	
2022-06-29 03:01:14	27,54	0,00	 	 	 	 	
2022-06-29 03:06:14	27,58	0,00	 	 	 	 	
2022-06-29 03:11:14	27,54	0,00	 	 	 	 	
2022-06-29 03:16:14	27,50	0,00	 	 	 	 	
2022-06-29 03:21:14	27,50	0,00	 	 	 	 	
2022-06-29 03:26:14	27,41	0,00	 	 	 	 	
2022-06-29 03:31:14	27,41	0,00	 	 	 	 	
2022-06-29 03:36:14	27,32	0,00	 	 	 	 	
2022-06-29 03:41:14	27,28	0,00	 	 	 	 	
2022-06-29 03:46:14	27,28	0,00	 	 	 	 	
2022-06-29 03:51:14	27,20	0,00	 	 	 	 	
2022-06-29 03:56:14	27,15	0,00	 	 	 	 	
2022-06-29 04:01:14	27,11	0,00	 	 	 	 	
2022-06-29 04:06:14	27,11	0,00	 	 	 	 	
2022-06-29 04:11:14	27,07	0,00	 	 	 	 	
2022-06-29 04:16:14	27,02	0,00	 	 	 	 	
2022-06-29 04:21:14	27,02	0,00	 	 	 	 	
2022-06-29 04:26:14	26,98	0,00	 	 	 	 	
2022-06-29 04:31:14	26,94	0,00	 	 	 	 	
2022-06-29 04:36:14	26,90	0,00	 	 	 	 	
2022-06-29 04:41:14	26,90	0,00	 	 	 	 	
2022-06-29 04:46:14	26,85	0,00	 	 	 	 	
2022-06-29 04:51:14	26,81	0,00	 	 	 	 	
2022-06-29 04:56:14	26,81	0,00	 	 	 	 	
2022-06-29 05:01:14	26,81	0,00	 	 	 	 	
2022-06-29 05:06:14	26,81	0,00	 	 	 	 	
2022-06-29 05:11:14	26,77	0,64	 	 	 	 	
2022-06-29 05:16:14	26,72	17,45	 	 	 	 	
2022-06-29 05:21:14	26,72	0,00	 	 	 	 	
2022-06-29 05:26:14	26,68	0,00	 	 	 	 	
2022-06-29 05:31:14	26,64	0,00	 	 	 	 	
2022-06-29 05:36:14	26,68	0,21	 	 	 	 	
2022-06-29 05:41:14	26,68	1,50	 	 	 	 	
2022-06-29 05:46:14	26,64	4,09	 	 	 	 	
2022-06-29 05:51:14	26,68	7,32	 	 	 	 	
2022-06-29 05:56:14	26,64	10,98	 	 	 	 	
2022-06-29 06:01:14	26,68	12,92	 	 	 	 	
2022-06-29 06:06:14	26,64	27,63	 	 	 	 	
2022-06-29 06:11:14	26,64	38,03	 	 	 	 	
2022-06-29 06:16:14	26,68	49,28	 	 	 	 	
2022-06-29 06:21:14	26,68	54,08	 	 	 	 	
2022-06-29 06:26:14	26,68	60,54	 	 	 	 	
2022-06-29 06:31:14	26,72	83,04	 	 	 	 	
2022-06-29 06:36:14	26,72	118,60	 	 	 	 	
2022-06-29 06:41:14	26,72	125,60	 	 	 	 	
2022-06-29 06:46:14	26,77	110,00	 	 	 	 	
2022-06-29 06:51:14	26,81	145,44	 	 	 	 	
2022-06-29 06:56:14	26,85	174,08	 	 	 	 	
2022-06-29 07:01:14	26,85	143,72	 	 	 	 	
2022-06-29 07:06:14	26,85	200,16	 	 	 	 	
2022-06-29 07:11:14	26,90	241,76	 	 	 	 	
2022-06-29 07:16:14	26,94	266,96	 	 	 	 	
