"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","A","B","C","D","E","F","G","H","L","M","N","accessionnumber/geneID","definition","Ref"
"Pocillopora_acuta_HIv2___RNAseq.g25214.t1",246.816169022297,-1.56413954076273,0.481752187875908,-3.24677205444394,0.0011672183273726,0.0437500381626734,119,576,221,235,176,569,226,236,144,355,42,"PFX13778.1","Sacsin [Stylophora pistillata]","Peled et al., 2020"
"Pocillopora_acuta_HIv2___RNAseq.g11609.t1",27139.3075711099,-0.827086294142788,0.232475822227147,-3.55773037479425,0.000374072988177844,0.0225429374432444,17893,41410,28470,31925,28614,38091,28057,40976,18398,27347,10040,"P33_g8985","Flagellar associated protein","Drake et al., 2013"
"Pocillopora_acuta_HIv2___TS.g23498.t1",3028.68219933565,-2.99429029341566,0.927916385572035,-3.22689666867966,0.00125140643194887,0.0455484785936111,495,532,14940,7328,1417,3493,3270,750,608,2884,125,"Gene:g38128","Annotated: α-Collagen","Mummadisetti et al., 2021"
"Pocillopora_acuta_HIv2___TS.g23498.t1",3028.68219933565,-2.99429029341566,0.927916385572035,-3.22689666867966,0.00125140643194887,0.0455484785936111,495,532,14940,7328,1417,3493,3270,750,608,2884,125,"JT016638.1","Coadhesin","Ramos-Silva et al., 2013"
"Pocillopora_acuta_HIv2___TS.g23498.t1",3028.68219933565,-2.99429029341566,0.927916385572035,-3.22689666867966,0.00125140643194887,0.0455484785936111,495,532,14940,7328,1417,3493,3270,750,608,2884,125,"P18_g810","Stylophora pistillata clone g810 alpha collagen-like protein gene","Drake et al., 2013"
"Pocillopora_acuta_HIv2___RNAseq.g7668.t1",1648.24356818338,1.19291503123614,0.337202686108359,3.53767950369409,0.00040365970288336,0.0240380547326517,2367,1320,1251,1530,1123,1878,952,861,4701,1150,1077,"XP_022780303.1","LOW QUALITY PROTEIN: uncharacterized protein LOC111321626 [Stylophora pistillata]","Peled et al., 2020"
