SampleID,Weight,Salinity
Junk3,60.174,35
1_M_Sq2_20220708,60.17,34.74
2_M_Sq2_20220708,59.505,34.74
1_C_Sq3_20220706,60.387,35.12
2_C_Sq3_20220706,59.619,35.12
1_C_Sq2_20220710,60.208,35.17
2_C_Sq2_20220710,60.288,35.17
1_M_Sq2_20220630,60.077,35.27
2_M_Sq2_20220630,60.1,35.27
