"SampleID","TA","Mass","Salinity","Date"
"Junk4",2056.15291975117,60.196,35,"20230525"
"1_H_Sq2_20220629",2173.86401234025,59.975,35.43,"20230525"
"2_H_Sq2_20220629",2185.20395109988,60.344,35.43,"20230525"
"1_M_Sq1_20220706",2180.96204324905,59.814,35.26,"20230525"
"2_M_Sq1_20220706",2178.60772659283,59.871,35.26,"20230525"
"1_H_Sq3_20220629",2168.71803586041,60.356,35.62,"20230525"
"2_H_Sq3_20220629",2175.63030493441,60.509,35.62,"20230525"
"1_M_Sq3_20220708",2189.03130608157,59.979,35.26,"20230525"
"2_M_Sq3_20220708",1911.66871535007,69.458,35.26,"20230525"
