SampleID,Weight,Salinity
Junk2,60.442,35
1_C_Sq2_20220702,59.802,34.47
2_C_Sq2_20220702,59.983,34.47
1_M_Sq3_20220705,60.002,34.48
2_M_Sq3_20220705,60.438,34.48
1_C_Sq3_20220630,60.145,34.6
2_C_Sq3_20220630,60.454,34.6
1_C_Sq3_20220628,59.81,34.81
2_C_Sq3_20220628,59.78,34.81
