SampleID,Weight,Salinity
Junk4,60.2,35
1_H_Sq3_20220716,59.997,34.72
2_H_Sq3_20220716,60.035,34.72
1_M_Sq3_20220701,60.098,35.02
2_M_Sq3_20220701,59.633,35.02
1_H_Sq2_20220710,59.905,34.52
2_H_Sq2_20220710,60.186,34.52
1_H_Sq2_20220706,60.103,34.84
2_H_Sq2_20220706,60.33,34.84
