SampleID,Weight,Salinity
Junk3,60.4,35
1_M_Sq2_20220706,59.92,34.43
2_M_Sq2_20220706,60.188,34.43
1_C_Sq2_20220701,60.194,34.81
2_C_Sq2_20220701,59.568,34.81
1_M_Sq3_20220706,59.879,34.88
2_M_Sq3_20220706,60.279,34.88
1_C_Sq1_20220716,60.66,34.93
2_C_Sq1_20220716,60.237,34.93
