SampleID,Weight,Salinity
Junk5,60.327,35
1_M_Sq1_20220705,60.463,34.82
2_M_Sq1_20220705,60.26,34.82
1_M_Sq3_20220710,60.262,35.3
2_M_Sq3_20220710,60.011,35.3
1_C_Sq2_20220628,60.126,35.19
2_C_Sq2_20220628,59.788,35.19
1_C_Sq1_20220710,59.834,35.22
2_C_Sq1_20220710,60.24,35.22
