"SampleID","TA","Mass","Salinity","Date"
"Junk2",2057.18014848376,60.27,35,"20230523"
"1_C_Sq1_20220708",2182.38449404274,60.286,35.03,"20230523"
"2_C_Sq1_20220708",2181.27930694962,60.029,35.03,"20230523"
"1_M_Sq2_20220629",2172.15106738158,59.584,35.43,"20230523"
"2_M_Sq2_20220629",2179.31922945982,60.042,35.43,"20230523"
"1_C_Sq3_20220702",2180.96001680548,60.203,35.51,"20230523"
"2_C_Sq3_20220702",2180.88536506213,60.393,35.51,"20230523"
"1_H_Sq3_20220716",2231.78269863135,60.251,35.41,"20230523"
"2_H_Sq3_20220716",2232.68500901817,60.176,35.41,"20230523"
