Numero di serie:	21335984 --

Data ora, GMT -10:00	Temp, (*C)	Intensità, (lux)	Pulsante Giù	Pulsante Su	Connetti host	EOF	
2022-06-28 15:59:46	29,30	14310,40	 	 	 	 	
2022-06-28 16:04:46	28,10	1011,20	 	 	 	 	
2022-06-28 16:09:46	27,93	898,88	 	 	 	 	
2022-06-28 16:14:46	27,93	1258,88	 	 	 	 	
2022-06-28 16:19:46	27,84	928,96	 	 	 	 	
2022-06-28 16:24:46	27,71	782,72	 	 	 	 	
2022-06-28 16:29:46	27,71	1438,08	 	 	 	 	
2022-06-28 16:34:46	27,71	1617,92	 	 	 	 	
2022-06-28 16:39:46	27,71	2682,88	 	 	 	 	
2022-06-28 16:44:46	27,84	739,20	 	 	 	 	
2022-06-28 16:49:46	27,50	479,52	 	 	 	 	
2022-06-28 16:54:46	27,45	806,72	 	 	 	 	
2022-06-28 16:59:46	27,32	487,20	 	 	 	 	
2022-06-28 17:04:46	27,32	623,04	 	 	 	 	
2022-06-28 17:09:46	27,32	579,52	 	 	 	 	
2022-06-28 17:14:46	27,28	406,88	 	 	 	 	
2022-06-28 17:19:46	27,20	527,20	 	 	 	 	
2022-06-28 17:24:46	27,11	521,12	 	 	 	 	
2022-06-28 17:29:46	27,07	657,28	 	 	 	 	
2022-06-28 17:34:46	27,02	1103,36	 	 	 	 	
2022-06-28 17:39:46	26,98	346,40	 	 	 	 	
2022-06-28 17:44:46	26,90	317,92	 	 	 	 	
2022-06-28 17:49:46	26,94	412,80	 	 	 	 	
2022-06-28 17:54:46	26,85	373,12	 	 	 	 	
2022-06-28 17:59:46	26,85	460,48	 	 	 	 	
2022-06-28 18:04:46	26,81	394,88	 	 	 	 	
2022-06-28 18:09:46	26,77	426,88	 	 	 	 	
2022-06-28 18:14:46	26,72	399,04	 	 	 	 	
2022-06-28 18:19:46	26,68	344,80	 	 	 	 	
2022-06-28 18:24:46	26,64	208,16	 	 	 	 	
2022-06-28 18:29:46	26,60	203,84	 	 	 	 	
2022-06-28 18:34:46	26,64	264,40	 	 	 	 	
2022-06-28 18:39:46	26,55	167,52	 	 	 	 	
2022-06-28 18:44:46	26,51	146,84	 	 	 	 	
2022-06-28 18:49:46	26,51	135,56	 	 	 	 	
2022-06-28 18:54:46	26,51	107,96	 	 	 	 	
2022-06-28 18:59:46	26,47	99,36	 	 	 	 	
2022-06-28 19:04:46	26,42	74,22	 	 	 	 	
2022-06-28 19:09:46	26,42	53,12	 	 	 	 	
2022-06-28 19:14:46	26,42	34,96	 	 	 	 	
2022-06-28 19:19:46	26,34	19,44	 	 	 	 	
2022-06-28 19:24:46	26,34	9,50	 	 	 	 	
2022-06-28 19:29:46	26,38	3,65	 	 	 	 	
2022-06-28 19:34:46	26,34	0,85	 	 	 	 	
2022-06-28 19:39:46	26,30	0,21	 	 	 	 	
2022-06-28 19:44:46	26,30	0,00	 	 	 	 	
2022-06-28 19:49:46	26,30	0,00	 	 	 	 	
2022-06-28 19:54:46	26,30	0,00	 	 	 	 	
2022-06-28 19:59:46	26,21	0,00	 	 	 	 	
2022-06-28 20:04:46	26,25	0,00	 	 	 	 	
2022-06-28 20:09:46	26,21	0,00	 	 	 	 	
2022-06-28 20:14:46	26,21	0,00	 	 	 	 	
2022-06-28 20:19:46	26,21	0,00	 	 	 	 	
2022-06-28 20:24:46	26,17	0,00	 	 	 	 	
2022-06-28 20:29:46	26,12	0,00	 	 	 	 	
2022-06-28 20:34:46	26,21	0,00	 	 	 	 	
2022-06-28 20:39:46	26,12	0,00	 	 	 	 	
2022-06-28 20:44:46	26,12	0,00	 	 	 	 	
2022-06-28 20:49:46	26,08	0,00	 	 	 	 	
2022-06-28 20:54:46	26,12	0,00	 	 	 	 	
2022-06-28 20:59:46	26,38	0,00	 	 	 	 	
2022-06-28 21:04:46	26,42	0,00	 	 	 	 	
2022-06-28 21:09:46	26,47	0,00	 	 	 	 	
2022-06-28 21:14:46	26,42	0,00	 	 	 	 	
2022-06-28 21:19:46	26,30	0,00	 	 	 	 	
2022-06-28 21:24:46	26,25	0,00	 	 	 	 	
2022-06-28 21:29:46	26,25	0,00	 	 	 	 	
2022-06-28 21:34:46	26,21	0,00	 	 	 	 	
2022-06-28 21:39:46	26,21	0,00	 	 	 	 	
2022-06-28 21:44:46	26,17	0,00	 	 	 	 	
2022-06-28 21:49:46	26,21	0,00	 	 	 	 	
2022-06-28 21:54:46	26,12	0,00	 	 	 	 	
2022-06-28 21:59:46	26,08	0,00	 	 	 	 	
2022-06-28 22:04:46	26,04	0,00	 	 	 	 	
2022-06-28 22:09:46	26,08	0,00	 	 	 	 	
2022-06-28 22:14:46	26,04	0,00	 	 	 	 	
2022-06-28 22:19:46	26,04	0,00	 	 	 	 	
2022-06-28 22:24:46	25,99	0,00	 	 	 	 	
2022-06-28 22:29:46	25,99	0,00	 	 	 	 	
2022-06-28 22:34:46	26,04	0,00	 	 	 	 	
2022-06-28 22:39:46	25,95	0,00	 	 	 	 	
2022-06-28 22:44:46	25,99	0,00	 	 	 	 	
2022-06-28 22:49:46	25,95	0,00	 	 	 	 	
2022-06-28 22:54:46	26,04	0,00	 	 	 	 	
2022-06-28 22:59:46	26,04	0,00	 	 	 	 	
2022-06-28 23:04:46	26,04	0,00	 	 	 	 	
2022-06-28 23:09:46	25,95	0,00	 	 	 	 	
2022-06-28 23:14:46	25,99	0,00	 	 	 	 	
2022-06-28 23:19:46	25,95	0,00	 	 	 	 	
2022-06-28 23:24:46	25,95	0,00	 	 	 	 	
2022-06-28 23:29:46	25,95	0,00	 	 	 	 	
2022-06-28 23:34:46	25,95	0,42	 	 	 	 	
2022-06-28 23:39:46	25,91	0,00	 	 	 	 	
2022-06-28 23:44:46	25,91	0,00	 	 	 	 	
2022-06-28 23:49:46	25,87	0,00	 	 	 	 	
2022-06-28 23:54:46	25,87	0,00	 	 	 	 	
2022-06-28 23:59:46	25,78	0,00	 	 	 	 	
2022-06-29 00:04:46	25,82	0,00	 	 	 	 	
2022-06-29 00:09:46	25,78	0,00	 	 	 	 	
2022-06-29 00:14:46	25,74	0,00	 	 	 	 	
2022-06-29 00:19:46	25,74	0,00	 	 	 	 	
2022-06-29 00:24:46	25,74	0,00	 	 	 	 	
2022-06-29 00:29:46	25,69	0,00	 	 	 	 	
2022-06-29 00:34:46	25,65	0,00	 	 	 	 	
2022-06-29 00:39:46	25,65	0,00	 	 	 	 	
2022-06-29 00:44:46	25,69	0,00	 	 	 	 	
2022-06-29 00:49:46	25,69	0,00	 	 	 	 	
2022-06-29 00:54:46	25,65	0,00	 	 	 	 	
2022-06-29 00:59:46	25,65	0,42	 	 	 	 	
