Numero di serie:	21335987 --

Data ora, GMT -10:00	Temp, (*C)	Intensità, (lux)	Pulsante Giù	Pulsante Su	Connetti host	EOF	
2022-06-19 16:37:35	25,39	2684,16	 	 	 	 	
2022-06-19 16:42:35	28,91	1148,16	 	 	 	 	
2022-06-19 16:47:35	30,16	923,84	 	 	 	 	
2022-06-19 16:52:35	29,98	906,88	 	 	 	 	
2022-06-19 16:57:35	30,11	911,04	 	 	 	 	
2022-06-19 17:02:35	30,07	3187,20	 	 	 	 	
2022-06-19 17:07:35	29,68	691,52	 	 	 	 	
2022-06-19 17:12:35	30,28	877,76	 	 	 	 	
2022-06-19 17:17:35	29,77	976,64	 	 	 	 	
2022-06-19 17:22:35	29,43	819,52	 	 	 	 	
2022-06-19 17:27:35	29,26	765,44	 	 	 	 	
2022-06-19 17:32:35	30,16	855,36	 	 	 	 	
2022-06-19 17:37:35	29,56	939,20	 	 	 	 	
2022-06-19 17:42:35	29,26	684,80	 	 	 	 	
2022-06-19 17:47:35	29,90	612,80	 	 	 	 	
2022-06-19 17:52:35	29,60	696,00	 	 	 	 	
2022-06-19 17:57:35	29,30	474,72	 	 	 	 	
2022-06-19 18:02:35	29,90	715,84	 	 	 	 	
2022-06-19 18:07:35	29,73	563,36	 	 	 	 	
2022-06-19 18:12:35	29,47	3179,52	 	 	 	 	
2022-06-19 18:17:35	29,56	567,68	 	 	 	 	
2022-06-19 18:22:35	30,16	502,40	 	 	 	 	
2022-06-19 18:27:35	29,56	465,28	 	 	 	 	
2022-06-19 18:32:35	29,26	382,24	 	 	 	 	
2022-06-19 18:37:35	29,68	331,68	 	 	 	 	
2022-06-19 18:42:35	29,77	329,12	 	 	 	 	
2022-06-19 18:47:35	29,47	258,00	 	 	 	 	
2022-06-19 18:52:35	29,21	177,44	 	 	 	 	
2022-06-19 18:57:35	30,11	167,12	 	 	 	 	
2022-06-19 19:02:35	29,51	109,64	 	 	 	 	
2022-06-19 19:07:35	29,26	74,90	 	 	 	 	
2022-06-19 19:12:35	29,73	50,08	 	 	 	 	
2022-06-19 19:17:35	29,68	27,22	 	 	 	 	
2022-06-19 19:22:35	29,38	14,94	 	 	 	 	
2022-06-19 19:27:35	29,26	6,18	 	 	 	 	
2022-06-19 19:32:35	30,20	2,13	 	 	 	 	
2022-06-19 19:37:35	29,56	0,42	 	 	 	 	
2022-06-19 19:42:35	29,26	0,00	 	 	 	 	
