Numero di serie:	20937872 --

Data ora, GMT -10:00	Temp, (*C)	Intensità, (lux)	Pulsante Giù	Pulsante Su	Connetti host	EOF	
2022-06-28 16:12:38	29,81	7001,60	 	 	 	 	
2022-06-28 16:17:38	30,89	642,08	 	 	 	 	
2022-06-28 16:22:38	31,19	9730,56	 	 	 	 	
2022-06-28 16:27:38	31,06	3064,32	 	 	 	 	
2022-06-28 16:32:38	30,84	1772,16	 	 	 	 	
2022-06-28 16:37:38	30,80	2312,96	 	 	 	 	
2022-06-28 16:42:38	30,50	1411,20	 	 	 	 	
2022-06-28 16:47:38	30,37	455,36	 	 	 	 	
2022-06-28 16:52:38	30,24	466,72	 	 	 	 	
2022-06-28 16:57:38	30,16	484,64	 	 	 	 	
2022-06-28 17:02:38	30,11	426,08	 	 	 	 	
2022-06-28 17:07:38	29,98	483,52	 	 	 	 	
2022-06-28 17:12:38	29,90	424,32	 	 	 	 	
2022-06-28 17:17:38	29,81	440,48	 	 	 	 	
2022-06-28 17:22:38	29,73	470,56	 	 	 	 	
2022-06-28 17:27:38	29,64	562,40	 	 	 	 	
2022-06-28 17:32:38	29,60	1050,24	 	 	 	 	
2022-06-28 17:37:38	29,51	494,08	 	 	 	 	
2022-06-28 17:42:38	29,43	266,96	 	 	 	 	
2022-06-28 17:47:38	29,38	338,56	 	 	 	 	
2022-06-28 17:52:38	29,30	535,68	 	 	 	 	
2022-06-28 17:57:38	29,21	780,16	 	 	 	 	
2022-06-28 18:02:38	29,17	366,88	 	 	 	 	
2022-06-28 18:07:38	29,13	583,52	 	 	 	 	
2022-06-28 18:12:38	29,04	428,80	 	 	 	 	
2022-06-28 18:17:38	29,00	282,08	 	 	 	 	
2022-06-28 18:22:38	28,95	213,92	 	 	 	 	
2022-06-28 18:27:38	28,87	190,88	 	 	 	 	
2022-06-28 18:32:38	28,83	183,84	 	 	 	 	
2022-06-28 18:37:38	28,83	173,12	 	 	 	 	
2022-06-28 18:42:38	28,74	147,56	 	 	 	 	
2022-06-28 18:47:38	28,70	131,60	 	 	 	 	
2022-06-28 18:52:38	28,65	111,24	 	 	 	 	
2022-06-28 18:57:38	28,57	99,80	 	 	 	 	
