SampleID,Weight,Salinity
Junk2,60.045,35
1_H_Sq1_20220701,60.094,34.8
2_H_Sq1_20220701,60.216,34.8
1_C_Sq2_20220629,59.684,35.44
2_C_Sq2_20220629,59.843,35.44
1_M_Sq1_20220716,60.106,35.03
2_M_Sq1_20220716,60.177,35.03
1_H_Sq3_20220630,59.961,35.46
2_H_Sq3_20220630,59.889,35.46
